closetime,openprice,highprice,lowprice,closeprice,volume,datetime,averageprice,updown
1500375600,253140,256500,249469,254511,1003.4745,2017-07-18 20:00:00,252984.5,1
1500379200,254799,267431,254511,262900,1748.3606,2017-07-18 21:00:00,260971.0,1
1500382800,262236,265940,260870,264999,1203.3818,2017-07-18 22:00:00,263405.0,1
1500386400,264999,268000,261328,266800,1551.4194,2017-07-18 23:00:00,264664.0,1
1500390000,265500,267621,263800,266704,1255.1497,2017-07-19 00:00:00,265710.5,2
1500393600,266662,267000,263500,265990,940.95374,2017-07-19 01:00:00,265250.0,2
1500397200,265990,266959,257104,259200,1165.6328,2017-07-19 02:00:00,262031.5,2
1500400800,259830,263495,257104,261804,756.33167,2017-07-19 03:00:00,260299.5,1
1500404400,261804,265890,261569,262877,501.517,2017-07-19 04:00:00,263729.5,1
1500408000,263540,266060,263500,264388,304.9878,2017-07-19 05:00:00,264780.0,1
1500411600,264401,267448,263340,264500,797.3616,2017-07-19 06:00:00,265394.0,2
1500415200,264549,265726,261111,264330,858.92377,2017-07-19 07:00:00,263418.5,2
1500418800,264330,264911,257174,259086,1148.5776,2017-07-19 08:00:00,261042.5,2
1500422400,259373,259920,255720,258599,1065.3438,2017-07-19 09:00:00,257820.0,2
1500426000,258857,258858,251297,253400,1658.1283,2017-07-19 10:00:00,255077.5,2
1500429600,253400,255893,252300,253851,1131.6852,2017-07-19 11:00:00,254096.5,2
1500433200,253851,254460,248120,252715,1988.908,2017-07-19 12:00:00,251290.0,1
1500436800,252715,260601,252501,259796,1479.8887,2017-07-19 13:00:00,256551.0,1
1500440400,259812,260395,257014,258210,997.1772,2017-07-19 14:00:00,258704.5,1
1500444000,258718,262989,258233,262242,945.8393,2017-07-19 15:00:00,260611.0,1
1500447600,262282,264160,261692,262985,1008.231,2017-07-19 16:00:00,262926.0,1
1500451200,262901,268000,262555,265820,966.6731,2017-07-19 17:00:00,265277.5,1
1500454800,265939,267450,264000,265110,917.95013,2017-07-19 18:00:00,265725.0,2
1500458400,265110,266156,262228,264090,854.97314,2017-07-19 19:00:00,264192.0,1
1500462000,264000,266500,263621,264170,748.40955,2017-07-19 20:00:00,265060.5,2
1500465600,264170,264540,260699,261988,1074.8864,2017-07-19 21:00:00,262619.5,2
1500469200,262049,262838,258233,260373,1288.6875,2017-07-19 22:00:00,260535.5,2
1500472800,260640,260950,257130,257130,906.07587,2017-07-19 23:00:00,259040.0,1
1500476400,257420,262659,257101,262098,1147.2141,2017-07-20 00:00:00,259880.0,1
1500480000,262126,264000,259120,260864,1235.3905,2017-07-20 01:00:00,261560.0,2
1500483600,260940,260972,254500,257340,1374.4004,2017-07-20 02:00:00,257736.0,2
1500487200,257340,258885,254366,254394,657.5196,2017-07-20 03:00:00,256625.5,2
1500490800,254394,256930,252499,255741,1097.6006,2017-07-20 04:00:00,254714.5,2
1500494400,255740,255783,252000,252542,1028.3003,2017-07-20 05:00:00,253891.5,2
1500498000,252901,254648,251745,253900,697.1964,2017-07-20 06:00:00,253196.5,1
1500501600,253900,257470,253141,254710,1223.0819,2017-07-20 07:00:00,255305.5,2
1500505200,254710,256077,254125,255487,512.0988,2017-07-20 08:00:00,255101.0,2
1500508800,255900,255925,252880,255500,691.24054,2017-07-20 09:00:00,254402.5,1
1500512400,255500,257000,255222,256351,525.6452,2017-07-20 10:00:00,256111.0,1
1500516000,256406,259990,255900,259258,839.64636,2017-07-20 11:00:00,257945.0,1
1500519600,259360,262500,257640,262000,1005.93506,2017-07-20 12:00:00,260070.0,1
1500523200,262049,263001,259598,259860,970.4133,2017-07-20 13:00:00,261299.5,2
1500526800,259860,261226,259630,259878,523.92035,2017-07-20 14:00:00,260428.0,1
1500530400,259878,262153,259736,261858,435.42596,2017-07-20 15:00:00,260944.5,1
1500534000,262062,263870,260562,261665,676.3673,2017-07-20 16:00:00,262216.0,2
1500537600,261754,261831,259231,260700,394.76758,2017-07-20 17:00:00,260531.0,1
1500541200,260582,261560,259901,261267,396.52597,2017-07-20 18:00:00,260730.5,2
1500544800,261176,261425,259750,261350,326.36475,2017-07-20 19:00:00,260587.5,1
1500548400,261350,262620,261079,262488,549.4047,2017-07-20 20:00:00,261849.5,1
1500552000,262379,271500,262056,269769,1832.7003,2017-07-20 21:00:00,266778.0,1
1500555600,269610,281000,268000,275500,3004.8613,2017-07-20 22:00:00,274500.0,1
1500559200,275500,283325,274960,282840,1883.0767,2017-07-20 23:00:00,279142.5,1
1500562800,282830,286887,278464,280600,2000.465,2017-07-21 00:00:00,282675.5,2
1500566400,280600,286000,279315,284100,1447.2109,2017-07-21 01:00:00,282657.5,1
1500570000,284596,292800,284000,285970,1768.2042,2017-07-21 02:00:00,288400.0,1
1500573600,286500,293284,283690,288901,1810.6556,2017-07-21 03:00:00,288487.0,2
1500577200,288951,293500,281360,291250,1337.8817,2017-07-21 04:00:00,287430.0,1
1500580800,292007,292460,288270,290353,517.33246,2017-07-21 05:00:00,290365.0,1
1500584400,290353,296300,290353,296300,1374.1134,2017-07-21 06:00:00,293326.5,1
1500588000,296300,303400,294591,299969,2531.9087,2017-07-21 07:00:00,298995.5,1
1500591600,299884,310000,299500,310000,2304.0398,2017-07-21 08:00:00,304750.0,1
1500595200,310000,322584,305016,313945,3013.838,2017-07-21 09:00:00,313800.0,2
1500598800,313945,315002,295105,302000,2574.3657,2017-07-21 10:00:00,305053.5,2
1500602400,302450,308000,301000,307409,1722.925,2017-07-21 11:00:00,304500.0,2
1500606000,307409,308800,300000,301460,1616.4536,2017-07-21 12:00:00,304400.0,2
1500609600,301041,301459,293281,301087,1609.0153,2017-07-21 13:00:00,297370.0,1
1500613200,301087,304210,295814,301050,1559.0454,2017-07-21 14:00:00,300012.0,1
1500616800,301350,304180,299279,303998,1118.4628,2017-07-21 15:00:00,301729.5,2
1500620400,303999,304116,295588,298370,1354.4849,2017-07-21 16:00:00,299852.0,2
1500624000,298337,298508,295100,296530,1209.4244,2017-07-21 17:00:00,296804.0,2
1500627600,296530,296985,284355,284402,2117.307,2017-07-21 18:00:00,290670.0,2
1500631200,284999,295000,284400,291000,898.831,2017-07-21 19:00:00,289700.0,2
1500634800,291894,291894,283290,284563,870.9171,2017-07-21 20:00:00,287592.0,2
1500638400,284563,292791,282340,291821,1270.2388,2017-07-21 21:00:00,287565.5,1
1500642000,291821,300959,291000,299900,1366.4319,2017-07-21 22:00:00,295979.5,1
1500645600,300000,301429,294297,295500,828.91864,2017-07-21 23:00:00,297863.0,2
1500649200,295500,298300,291010,293000,1387.1409,2017-07-22 00:00:00,294655.0,2
1500652800,293000,294900,288470,290170,901.56586,2017-07-22 01:00:00,291685.0,2
1500656400,290170,294369,288446,291530,812.7382,2017-07-22 02:00:00,291407.5,2
1500660000,291530,291790,287000,287000,540.23,2017-07-22 03:00:00,289395.0,2
1500663600,287900,291966,285390,285600,706.2038,2017-07-22 04:00:00,288678.0,2
1500667200,285600,287328,283380,285483,549.3289,2017-07-22 05:00:00,285354.0,1
1500670800,285483,287769,284212,286670,374.06366,2017-07-22 06:00:00,285990.5,1
1500674400,286670,289000,284901,287590,481.58798,2017-07-22 07:00:00,286950.5,1
1500678000,287359,293490,285870,292881,545.00354,2017-07-22 08:00:00,289680.0,1
1500681600,293380,293398,289030,289830,599.0933,2017-07-22 09:00:00,291214.0,2
1500685200,290041,291492,287075,290600,698.38794,2017-07-22 10:00:00,289283.5,1
1500688800,290040,295000,289720,292796,861.83704,2017-07-22 11:00:00,292360.0,1
1500692400,293153,295878,291840,294001,507.13452,2017-07-22 12:00:00,293859.0,1
1500696000,294524,296299,292910,295200,628.6345,2017-07-22 13:00:00,294604.5,1
1500699600,295200,296900,294080,295999,731.769,2017-07-22 14:00:00,295490.0,1
1500703200,296000,300000,295000,297500,871.6236,2017-07-22 15:00:00,297500.0,2
1500706800,297333,298250,295260,297602,575.5237,2017-07-22 16:00:00,296755.0,1
1500710400,298135,299948,297013,299500,719.28955,2017-07-22 17:00:00,298480.5,1
1500714000,299500,304999,298501,303333,1320.8888,2017-07-22 18:00:00,301750.0,1
1500717600,303110,310000,302900,308531,1151.9696,2017-07-22 19:00:00,306450.0,1
1500721200,308531,318000,308001,312700,1640.764,2017-07-22 20:00:00,313000.5,2
1500724800,312700,315999,303690,305235,1328.1987,2017-07-22 21:00:00,309844.5,2
1500728400,305999,309360,302100,306050,1377.4918,2017-07-22 22:00:00,305730.0,2
1500732000,307885,308500,298000,300792,1245.3159,2017-07-22 23:00:00,303250.0,1
1500735600,300800,305891,300800,302983,737.3181,2017-07-23 00:00:00,303345.5,2
1500739200,302983,304900,301500,303924,553.1256,2017-07-23 01:00:00,303200.0,1
1500742800,303924,308988,303797,307800,726.23804,2017-07-23 02:00:00,306392.5,1
1500746400,307660,310000,305580,309600,238.42111,2017-07-23 03:00:00,307790.0,2
1500750000,309600,309600,303410,303651,361.67188,2017-07-23 04:00:00,306505.0,2
1500753600,303872,307769,303872,307750,203.17346,2017-07-23 05:00:00,305820.5,1
1500757200,307750,308741,304520,305026,418.91202,2017-07-23 06:00:00,306630.5,1
1500760800,305391,308870,304800,308800,228.29143,2017-07-23 07:00:00,306835.0,1
1500764400,308800,308800,305500,307000,341.40677,2017-07-23 08:00:00,307150.0,1
1500768000,307299,309599,306660,309004,323.65692,2017-07-23 09:00:00,308129.5,1
1500771600,309300,313000,309006,312450,702.1542,2017-07-23 10:00:00,311003.0,2
1500775200,312450,313000,306809,307800,785.94226,2017-07-23 11:00:00,309904.5,2
1500778800,308120,309500,305048,307501,1098.2651,2017-07-23 12:00:00,307274.0,1
1500782400,307501,311900,307100,310803,588.2637,2017-07-23 13:00:00,309500.0,2
1500786000,310803,311680,298000,309800,1780.2627,2017-07-23 14:00:00,304840.0,1
1500789600,309800,309888,304102,305860,991.2785,2017-07-23 15:00:00,306995.0,2
1500793200,305266,307770,301500,303301,717.36456,2017-07-23 16:00:00,304635.0,2
1500796800,303301,304000,299999,299999,617.0805,2017-07-23 17:00:00,301999.5,2
1500800400,300000,302800,299280,302500,568.0395,2017-07-23 18:00:00,301040.0,1
1500804000,302645,305997,301770,302080,709.9116,2017-07-23 19:00:00,303883.5,2
1500807600,302058,302800,298186,301189,710.6409,2017-07-23 20:00:00,300493.0,2
1500811200,301270,301380,296180,299758,912.6246,2017-07-23 21:00:00,298780.0,1
1500814800,299190,303180,297174,302000,845.013,2017-07-23 22:00:00,300177.0,1
1500818400,302360,305000,301210,303248,939.6526,2017-07-23 23:00:00,303105.0,1
1500822000,303962,308800,303147,305499,806.87756,2017-07-24 00:00:00,305973.5,2
1500825600,305499,307011,302700,306097,605.8694,2017-07-24 01:00:00,304855.5,2
1500829200,306419,306419,301961,304265,466.43616,2017-07-24 02:00:00,304190.0,1
1500832800,304265,306350,303611,304220,301.33633,2017-07-24 03:00:00,304980.5,2
1500836400,304001,305710,302250,304710,270.8907,2017-07-24 04:00:00,303980.0,1
1500840000,304570,305390,303950,305150,313.26718,2017-07-24 05:00:00,304670.0,1
1500843600,305150,307581,302990,306250,432.6662,2017-07-24 06:00:00,305285.5,1
1500847200,306850,307880,305260,306000,159.5499,2017-07-24 07:00:00,306570.0,2
1500850800,306001,306001,301616,302210,1054.5266,2017-07-24 08:00:00,303808.5,1
1500854400,302211,306000,302210,304815,321.71234,2017-07-24 09:00:00,304105.0,2
1500858000,304815,305300,302390,304750,369.72107,2017-07-24 10:00:00,303845.0,1
1500861600,304750,305500,303891,303891,317.79373,2017-07-24 11:00:00,304695.5,2
1500865200,304421,305000,302758,304929,376.55127,2017-07-24 12:00:00,303879.0,1
1500868800,305000,305700,304000,305100,503.53235,2017-07-24 13:00:00,304850.0,2
1500872400,305100,305390,304015,305001,316.73483,2017-07-24 14:00:00,304702.5,2
1500876000,305074,305200,302010,303279,485.92664,2017-07-24 15:00:00,303605.0,2
1500879600,303085,304475,302488,303002,433.29703,2017-07-24 16:00:00,303481.5,2
1500883200,303002,304650,301933,303899,462.34106,2017-07-24 17:00:00,303291.5,2
1500886800,303899,304150,302220,303743,338.23517,2017-07-24 18:00:00,303185.0,1
1500890400,304026,304840,303310,304030,310.43317,2017-07-24 19:00:00,304075.0,1
1500894000,303851,305100,303851,304304,389.04944,2017-07-24 20:00:00,304475.5,1
1500897600,304499,306880,304446,306207,517.38824,2017-07-24 21:00:00,305663.0,2
1500901200,306207,306429,304780,305366,352.48764,2017-07-24 22:00:00,305604.5,1
1500904800,305505,308900,305090,308000,993.14777,2017-07-24 23:00:00,306995.0,1
1500908400,307948,309300,307654,308000,421.9125,2017-07-25 00:00:00,308477.0,2
1500912000,308300,308680,306200,307127,418.32205,2017-07-25 01:00:00,307440.0,2
1500915600,307127,308270,306321,307065,178.24045,2017-07-25 02:00:00,307295.5,2
1500919200,307165,307309,304100,304860,518.1353,2017-07-25 03:00:00,305704.5,2
1500922800,305033,306138,303600,305497,452.5721,2017-07-25 04:00:00,304869.0,1
1500926400,305777,307945,304340,307945,442.21976,2017-07-25 05:00:00,306142.5,1
1500930000,307945,307980,306040,306450,201.95053,2017-07-25 06:00:00,307010.0,2
1500933600,306629,307130,305980,306550,125.17777,2017-07-25 07:00:00,306555.0,1
1500937200,306566,307860,306321,307409,140.38419,2017-07-25 08:00:00,307090.5,1
1500940800,307409,307980,307084,307596,181.33282,2017-07-25 09:00:00,307532.0,1
1500944400,307880,309001,307766,308802,377.70392,2017-07-25 10:00:00,308383.5,2
1500948000,308852,308899,307341,307879,236.54398,2017-07-25 11:00:00,308120.0,2
1500951600,307879,308700,307366,307600,198.57762,2017-07-25 12:00:00,308033.0,2
1500955200,307873,307873,306250,307228,188.65585,2017-07-25 13:00:00,307061.5,1
1500958800,307200,308110,306900,307441,154.27432,2017-07-25 14:00:00,307505.0,1
1500962400,307700,308300,307340,307801,227.29471,2017-07-25 15:00:00,307820.0,2
1500966000,307801,308215,301000,303998,1360.7821,2017-07-25 16:00:00,304607.5,2
1500969600,303998,303998,299820,301290,1140.7994,2017-07-25 17:00:00,301909.0,1
1500973200,301289,304140,300760,302850,714.019,2017-07-25 18:00:00,302450.0,2
1500976800,303017,303150,297134,297598,1038.7052,2017-07-25 19:00:00,300142.0,2
1500980400,297598,299880,291000,291451,1812.1555,2017-07-25 20:00:00,295440.0,2
1500984000,291410,293140,286310,291950,2418.1438,2017-07-25 21:00:00,289725.0,2
1500987600,291800,293110,285020,286659,1635.6055,2017-07-25 22:00:00,289065.0,2
1500991200,286527,289141,285100,287251,1075.1868,2017-07-25 23:00:00,287120.5,1
1500994800,286903,289900,285720,287080,1624.09,2017-07-26 00:00:00,287810.0,1
1500998400,287079,289700,286800,288426,405.10297,2017-07-26 01:00:00,288250.0,2
1501002000,288771,289500,285940,286949,454.4794,2017-07-26 02:00:00,287720.0,2
1501005600,287051,287053,282027,285649,583.1303,2017-07-26 03:00:00,284540.0,2
1501009200,285153,285789,280000,280780,1457.1885,2017-07-26 04:00:00,282894.5,2
1501012800,280000,280000,274317,278900,1652.2319,2017-07-26 05:00:00,277158.5,2
1501016400,278899,279610,273301,276256,1207.6587,2017-07-26 06:00:00,276455.5,1
1501020000,276256,287982,275774,286662,1617.1611,2017-07-26 07:00:00,281878.0,1
1501023600,286572,286700,282341,284303,877.6835,2017-07-26 08:00:00,284520.5,1
1501027200,284303,286620,282821,286300,722.12836,2017-07-26 09:00:00,284720.5,1
1501030800,286619,291680,286040,288430,1281.688,2017-07-26 10:00:00,288860.0,2
1501034400,288555,288555,283900,285000,957.4504,2017-07-26 11:00:00,286227.5,2
1501038000,285093,285470,280100,281500,839.6763,2017-07-26 12:00:00,282785.0,2
1501041600,282000,284569,276950,282230,958.0466,2017-07-26 13:00:00,280759.5,1
1501045200,282230,285316,280350,280910,501.0905,2017-07-26 14:00:00,282833.0,2
1501048800,280910,281011,276680,279683,984.9569,2017-07-26 15:00:00,278845.5,2
1501052400,279683,280500,277000,277521,754.658,2017-07-26 16:00:00,278750.0,1
1501056000,277521,281879,277521,281070,509.2048,2017-07-26 17:00:00,279700.0,1
1501059600,281798,284800,279360,283403,706.4545,2017-07-26 18:00:00,282080.0,1
1501063200,282930,285000,279561,282664,1510.1588,2017-07-26 19:00:00,282280.5,1
1501066800,282112,285120,281830,283698,341.20285,2017-07-26 20:00:00,283475.0,1
1501070400,283999,286170,282000,285540,608.3611,2017-07-26 21:00:00,284085.0,1
1501074000,285540,291200,284867,285030,788.6105,2017-07-26 22:00:00,288033.5,2
1501077600,284916,285030,278940,281130,896.87823,2017-07-26 23:00:00,281985.0,2
1501081200,281107,283000,279747,281787,498.21066,2017-07-27 00:00:00,281373.5,2
1501084800,281775,282000,275614,277005,536.4484,2017-07-27 01:00:00,278807.0,2
1501088400,277055,279049,275555,276625,537.9776,2017-07-27 02:00:00,277302.0,1
1501092000,276625,281078,276410,278644,813.4151,2017-07-27 03:00:00,278744.0,1
1501095600,278644,281300,278295,279703,704.2519,2017-07-27 04:00:00,279797.5,2
1501099200,279703,280590,278851,280090,509.92548,2017-07-27 05:00:00,279720.5,1
1501102800,279527,282000,279333,282000,592.0751,2017-07-27 06:00:00,280666.5,1
1501106400,282000,283300,279000,279360,284.0131,2017-07-27 07:00:00,281150.0,2
1501110000,279350,282227,279180,281615,338.94714,2017-07-27 08:00:00,280703.5,1
1501113600,282007,284460,280844,283240,441.2177,2017-07-27 09:00:00,282652.0,1
1501117200,283259,284950,282060,283756,403.03455,2017-07-27 10:00:00,283505.0,1
1501120800,283756,286047,283529,285670,560.62634,2017-07-27 11:00:00,284788.0,2
1501124400,285669,285733,282820,284365,390.58435,2017-07-27 12:00:00,284276.5,2
1501128000,284500,285413,283000,284940,552.7533,2017-07-27 13:00:00,284206.5,1
1501131600,284893,288500,284810,286590,544.7279,2017-07-27 14:00:00,286655.0,1
1501135200,286583,288779,285520,288580,370.1014,2017-07-27 15:00:00,287149.5,1
1501138800,288510,288989,287510,287754,335.61694,2017-07-27 16:00:00,288249.5,2
1501142400,287979,287979,285291,286279,522.50757,2017-07-27 17:00:00,286635.0,2
1501146000,286174,287333,284361,286934,556.9129,2017-07-27 18:00:00,285847.0,1
1501149600,286934,287509,285890,287470,318.62558,2017-07-27 19:00:00,286699.5,1
1501153200,287564,290780,287419,289720,736.5378,2017-07-27 20:00:00,289099.5,1
1501156800,289820,290551,288015,289320,764.5359,2017-07-27 21:00:00,289283.0,2
1501160400,289320,290005,287170,288299,273.77026,2017-07-27 22:00:00,288587.5,1
1501164000,288250,290800,287370,289980,383.22754,2017-07-27 23:00:00,289085.0,1
1501167600,289574,292817,287260,287720,307.36313,2017-07-28 00:00:00,290038.5,2
1501171200,287940,288970,285080,286210,371.86804,2017-07-28 01:00:00,287025.0,2
1501174800,286280,287499,284898,287045,172.7045,2017-07-28 02:00:00,286198.5,1
1501178400,287044,287670,285880,287670,93.14294,2017-07-28 03:00:00,286775.0,1
1501182000,287699,287980,286515,287187,71.87426,2017-07-28 04:00:00,287247.5,1
1501185600,287592,290479,286535,290000,398.6486,2017-07-28 05:00:00,288507.0,1
1501189200,290348,293625,289100,293021,758.68115,2017-07-28 06:00:00,291362.5,1
1501192800,293420,298463,292726,296631,1194.9143,2017-07-28 07:00:00,295594.5,1
1501196400,296600,298500,294101,297589,642.3222,2017-07-28 08:00:00,296300.5,2
1501200000,297589,298000,291810,294441,644.73584,2017-07-28 09:00:00,294905.0,1
1501203600,294441,300177,294441,299600,1020.04364,2017-07-28 10:00:00,297309.0,1
1501207200,300150,303230,298100,299711,1144.2833,2017-07-28 11:00:00,300665.0,2
1501210800,300246,300999,297000,298610,774.14935,2017-07-28 12:00:00,298999.5,1
1501214400,298000,302000,297879,300400,726.87146,2017-07-28 13:00:00,299939.5,2
1501218000,300125,300400,298700,299160,555.8198,2017-07-28 14:00:00,299550.0,1
1501221600,299000,300120,299000,300039,570.4119,2017-07-28 15:00:00,299560.0,1
1501225200,300039,301590,299999,300700,519.9283,2017-07-28 16:00:00,300794.5,1
1501228800,300900,306000,300060,305772,1089.4116,2017-07-28 17:00:00,303030.0,1
1501232400,305844,307200,304163,305744,1271.6959,2017-07-28 18:00:00,305681.5,1
1501236000,306160,310000,305601,308954,1076.1487,2017-07-28 19:00:00,307800.5,2
1501239600,308930,309600,305100,307307,1172.7974,2017-07-28 20:00:00,307350.0,1
1501243200,307657,312548,307210,312299,1102.1133,2017-07-28 21:00:00,309879.0,2
1501246800,312291,312300,307100,309125,1419.8708,2017-07-28 22:00:00,309700.0,2
1501250400,309370,311500,305900,308461,1441.5902,2017-07-28 23:00:00,308700.0,2
1501254000,308462,310000,306748,308000,837.11847,2017-07-29 00:00:00,308374.0,2
1501257600,308000,308430,305100,306893,599.7566,2017-07-29 01:00:00,306765.0,1
1501261200,307279,309897,305600,308001,355.65552,2017-07-29 02:00:00,307748.5,1
1501264800,308001,309100,306600,308531,139.1956,2017-07-29 03:00:00,307850.0,1
1501268400,308525,311000,308230,310250,159.36353,2017-07-29 04:00:00,309615.0,2
1501272000,310250,310683,307000,307736,162.38295,2017-07-29 05:00:00,308841.5,2
1501275600,307770,308675,305991,308599,282.11935,2017-07-29 06:00:00,307333.0,1
1501279200,308738,309350,306880,309000,270.51443,2017-07-29 07:00:00,308115.0,1
1501282800,308990,310270,308629,309300,404.7061,2017-07-29 08:00:00,309449.5,2
1501286400,309300,309419,308145,308750,191.6148,2017-07-29 09:00:00,308782.0,2
1501290000,308750,309999,307011,309999,287.56958,2017-07-29 10:00:00,308505.0,1
1501293600,309900,310200,308000,308202,324.34744,2017-07-29 11:00:00,309100.0,2
1501297200,308202,309089,306003,306350,330.57968,2017-07-29 12:00:00,307546.0,2
1501300800,306350,307307,303200,303303,307.5051,2017-07-29 13:00:00,305253.5,2
1501304400,303303,303994,299851,302666,779.25836,2017-07-29 14:00:00,301922.5,1
1501308000,302789,303780,301800,303640,246.86598,2017-07-29 15:00:00,302790.0,1
1501311600,303508,305980,302220,304730,449.89456,2017-07-29 16:00:00,304100.0,2
1501315200,304730,304890,302890,303500,253.46048,2017-07-29 17:00:00,303890.0,1
1501318800,303501,308000,302990,307591,465.07843,2017-07-29 18:00:00,305495.0,1
1501322400,307810,308754,305590,305833,291.11337,2017-07-29 19:00:00,307172.0,2
1501326000,305833,307170,302870,304150,416.7813,2017-07-29 20:00:00,305020.0,2
1501329600,304145,305100,302871,304266,246.54845,2017-07-29 21:00:00,303985.5,1
1501333200,304217,307850,303900,307329,568.0285,2017-07-29 22:00:00,305875.0,2
1501336800,307340,308500,302000,303460,504.0971,2017-07-29 23:00:00,305250.0,2
1501340400,303460,304000,301202,301940,548.7546,2017-07-30 00:00:00,302601.0,1
1501344000,301890,304659,301800,302700,481.5976,2017-07-30 01:00:00,303229.5,2
1501347600,302710,303040,301200,301500,170.67484,2017-07-30 02:00:00,302120.0,1
1501351200,301550,304480,301431,303180,135.7532,2017-07-30 03:00:00,302955.5,1
1501354800,303154,305000,302100,304999,90.5341,2017-07-30 04:00:00,303550.0,1
1501358400,304998,305000,303100,303889,55.496414,2017-07-30 05:00:00,304050.0,2
1501362000,303749,304600,301310,304600,189.7156,2017-07-30 06:00:00,302955.0,1
1501365600,304415,304720,301450,302000,241.27153,2017-07-30 07:00:00,303085.0,2
1501369200,302279,302510,300844,302089,264.01358,2017-07-30 08:00:00,301677.0,1
1501372800,302160,303458,301721,302240,373.45813,2017-07-30 09:00:00,302589.5,1
1501376400,302100,303648,301596,302000,267.41415,2017-07-30 10:00:00,302622.0,2
1501380000,302214,302820,301874,302474,401.33792,2017-07-30 11:00:00,302347.0,2
1501383600,302399,302489,300800,301500,139.78795,2017-07-30 12:00:00,301644.5,1
1501387200,301817,303750,301527,303500,119.30407,2017-07-30 13:00:00,302638.5,1
1501390800,303038,304500,302750,303268,220.81453,2017-07-30 14:00:00,303625.0,2
1501394400,303875,303909,299000,300000,497.10458,2017-07-30 15:00:00,301454.5,2
1501398000,300259,300879,294500,297011,619.9354,2017-07-30 16:00:00,297689.5,1
1501401600,297479,300002,295434,298340,321.7259,2017-07-30 17:00:00,297718.0,2
1501405200,298341,299340,295646,297630,436.0896,2017-07-30 18:00:00,297493.0,1
1501408800,297630,300845,296680,299061,585.35175,2017-07-30 19:00:00,298762.5,1
1501412400,299061,301000,298390,298781,330.72,2017-07-30 20:00:00,299695.0,1
1501416000,298775,303110,298580,301653,252.51529,2017-07-30 21:00:00,300845.0,1
1501419600,301717,304133,301470,302000,353.109,2017-07-30 22:00:00,302801.5,2
1501423200,302000,302460,299000,300540,235.75333,2017-07-30 23:00:00,300730.0,1
1501426800,300540,304960,299840,303571,831.3387,2017-07-31 00:00:00,302400.0,1
1501430400,304150,308210,303361,307320,621.68756,2017-07-31 01:00:00,305785.5,1
1501434000,307320,307999,303940,303940,329.76584,2017-07-31 02:00:00,305969.5,2
1501437600,303999,304500,302640,303789,126.576744,2017-07-31 03:00:00,303570.0,1
1501441200,303789,306061,302500,305087,117.29844,2017-07-31 04:00:00,304280.5,1
1501444800,303890,305770,302976,303500,128.47461,2017-07-31 05:00:00,304373.0,2
1501448400,304034,305492,302810,304110,201.36513,2017-07-31 06:00:00,304151.0,1
1501452000,304890,307200,304576,306241,139.1443,2017-07-31 07:00:00,305888.0,1
1501455600,306603,308000,304860,305475,190.15651,2017-07-31 08:00:00,306430.0,2
1501459200,305775,305789,304501,305242,106.98543,2017-07-31 09:00:00,305145.0,2
1501462800,305242,305501,301540,302200,209.88287,2017-07-31 10:00:00,303520.5,2
1501466400,302620,302800,301000,302110,334.5794,2017-07-31 11:00:00,301900.0,1
1501470000,302220,303370,301851,302325,341.49387,2017-07-31 12:00:00,302610.5,1
1501473600,302659,303988,301861,303750,371.20416,2017-07-31 13:00:00,302924.5,1
1501477200,303750,305930,302900,305717,242.38824,2017-07-31 14:00:00,304415.0,1
1501480800,305617,308000,305332,307280,371.44882,2017-07-31 15:00:00,306666.0,1
1501484400,307100,307920,306070,307600,336.86353,2017-07-31 16:00:00,306995.0,1
1501488000,307599,310828,307078,309419,484.01233,2017-07-31 17:00:00,308953.0,1
1501491600,309419,310000,307990,309201,196.00432,2017-07-31 18:00:00,308995.0,1
1501495200,309268,310358,307800,309600,242.77928,2017-07-31 19:00:00,309079.0,1
1501498800,309550,310050,308160,309277,285.84882,2017-07-31 20:00:00,309105.0,1
1501502400,308990,315000,308360,312800,1380.3934,2017-07-31 21:00:00,311680.0,2
1501506000,312801,313400,309457,311820,648.1272,2017-07-31 22:00:00,311428.5,2
1501509600,311820,312000,306842,308367,537.0284,2017-07-31 23:00:00,309421.0,2
1501513200,308367,310800,306260,310180,735.148,2017-08-01 00:00:00,308530.0,1
1501516800,310180,313005,309740,312605,377.87372,2017-08-01 01:00:00,311372.5,1
1501520400,312605,316900,312605,316900,501.5375,2017-08-01 02:00:00,314752.5,1
1501524000,316900,318857,315960,317421,705.03955,2017-08-01 03:00:00,317408.5,1
1501527600,317422,321321,317100,321321,576.78406,2017-08-01 04:00:00,319210.5,1
1501531200,321321,321321,319133,320390,234.22214,2017-08-01 05:00:00,320227.0,1
1501534800,320439,332900,320000,332900,754.04584,2017-08-01 06:00:00,326450.0,1
1501538400,332887,334710,326370,330840,1416.5067,2017-08-01 07:00:00,330540.0,2
1501542000,330850,331720,320595,324377,937.51215,2017-08-01 08:00:00,326157.5,2
1501545600,324376,326060,318340,324899,617.21014,2017-08-01 09:00:00,322200.0,2
1501549200,324250,325598,318500,320260,660.8216,2017-08-01 10:00:00,322049.0,2
1501552800,320260,323500,319950,322000,502.49652,2017-08-01 11:00:00,321725.0,1
1501556400,322100,323000,321100,322921,235.15251,2017-08-01 12:00:00,322050.0,1
1501560000,323000,328000,322921,327110,619.7574,2017-08-01 13:00:00,325460.5,1
